created_at,id_str,full_text,quote_count,reply_count,retweet_count,favorite_count,lang,user_id_str,conversation_id_str,username,tweet_url
Fri Sep 29 22:38:35 +0000 2023,1707887623623372835,@navybubbly @ohmybeautybank Boleh review npure pad licoricenya kak?,0,1,0,0,tl,1131442120768704514,1707743659662454827,zoey94452081,https://twitter.com/zoey94452081/status/1707887623623372835
Thu Sep 28 09:13:07 +0000 2023,1707322535669563605,Rekomendasi Produk Ekfoliasi TerAMPUH  NPURE Acne Clear Pad Cica / Kapas Eksfoliasi Kulit Berjerawat 🌟 4.9/5.0 💰 Terjual 10rb++ pcs 🪄 Fungsi 2in1 Physical &amp  Chemical Exfoliator 🛒 https://t.co/0LkV217KBd  HONEST REVIEW ⬇️ https://t.co/Ny4jVqSe0w,0,29,64,79,in,1698241978163675136,1707322535669563605,tbeautytrends,https://twitter.com/tbeautytrends/status/1707322535669563605
Mon Sep 25 11:54:29 +0000 2023,1706275981546393670,[bb] minta review yang pake npure cica dark spot ini dungzzz guys! thank uu  cr google https://t.co/zjnp7M0ap8,0,1,1,1,en,994801274091687936,1706275981546393670,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1706275981546393670
Sun Sep 24 09:45:46 +0000 2023,1705881199854653940,WTS NPURE SUNSCREE POWDER  57k before voc live 8k  BISA COD UDAH GRATONG XTRA BISA REQ LIVE KAPAN AJA  #wts #wtb #zonauang #zonajajan review sunscreen npure ss bagus gak rekomendasi sunscreen bagus sunscreen recommended npure sunscreen review sunscreen pemula diskon shopee https://t.co/FjHynVcHBj,0,0,0,0,tl,1422259000855302147,1705881199854653940,athenas_picks,https://twitter.com/athenas_picks/status/1705881199854653940
Fri Sep 22 04:10:22 +0000 2023,1705072019296092612,"@ohmybeautybank kalau dari honest review Mincan, pakai yang Npure ngeredain bruntusan dan bikin jerawat cepet kempes nya nder https://t.co/3Y7RZZqnQa. kalau pyunkangyul, dia ngelembapin nya extra, cuma gak terlalu work di bruntusan Mincan https://t.co/tI3dcAHZGL",0,0,0,0,in,1673894056534118400,1704999573339709636,SudutCantik,https://twitter.com/SudutCantik/status/1705072019296092612
Sat Sep 16 05:00:50 +0000 2023,1702910390643167669,Sumpah marketingnya emang diman2 kzl gue coba masker ijonya yg stik. Ga cocok dong tiap abis pake jerawatan. Pake yg Lokal dari dari Bali punya SB inisialnya cocok harga mayan gapapa. Npure lokal jg cobain tonernya review @amndzahra beneran ngademin ke jerawat.,0,0,0,0,in,406251623,1702910390643167669,terEokEok,https://twitter.com/terEokEok/status/1702910390643167669
Thu Sep 14 00:44:23 +0000 2023,1702121076061528466,[BB] disini ada yang pakai moist noni npure? cocok kah? mau minta review hehe,0,1,0,1,in,994801274091687936,1702121076061528466,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1702121076061528466
Mon Sep 11 12:25:55 +0000 2023,1701210462967505302,@harutobayi itu toner cica npure? Minta review nya dong meng😞,0,1,0,0,in,1366016850165866500,1701208407825637887,padukaiksans,https://twitter.com/padukaiksans/status/1701210462967505302
Fri Sep 08 06:18:42 +0000 2023,1700030882365747541,[BB] tolong review dong yg udah pernah coba moisturizer ini   cr katalog official npure di 🍊 https://t.co/ssMGhgk34c,0,2,0,3,in,994801274091687936,1700030882365747541,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1700030882365747541
Sat Sep 09 09:25:42 +0000 2023,1700440334214549665,-dips! disini ada yg pernah make npure Licorice series ga ya? mau review nya dongg,0,0,0,0,in,1177052356925513728,1700440334214549665,undipmenfess,https://twitter.com/undipmenfess/status/1700440334214549665
Sat Sep 09 12:55:47 +0000 2023,1700493202418270326,"@blueskycean @ohmybeautybank Mjb, kak review serum originote sama npure dong",0,1,0,0,en,1582171409706799104,1605054183417053185,keanya18,https://twitter.com/keanya18/status/1700493202418270326
Thu Sep 07 00:30:34 +0000 2023,1699580886004756778,@txtdaripipit aku lagi pake moisturizer Skintific yg iniii https://t.co/M4zeUj0BwR  terus sunscreen ini https://t.co/PtzCOSW4fW tapi lagi cobain punyanya BASE sama NPURE jugaaa nnt kalo cocok aku review hihi,0,1,0,4,in,60893980,1699444313640640777,amndzahra,https://twitter.com/amndzahra/status/1699580886004756778
Wed Sep 06 07:14:16 +0000 2023,1699320091308167469,ada yg pake toner cica npure ga ya... review dong bagus ga😵‍💫,0,0,0,0,in,1219958424273702913,1699320091308167469,royalsctines,https://twitter.com/royalsctines/status/1699320091308167469
Mon Sep 04 08:38:25 +0000 2023,1698616491602845698,[BB] guys acne clear pad npure di kalian ngaruh bikin kulit jadi gimana? review dong,0,2,0,2,in,994801274091687936,1698616491602845698,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1698616491602845698
Sun Sep 03 13:51:53 +0000 2023,1698332993214152746,"@ohmybeautybank Fav ku ada toner npure, toner prettywell, dan toner airin nder saat ini.. semuanya pernah aku review, ini salah satu review nyaa",0,0,0,5,in,231096702,1698307184126578953,hmtly,https://twitter.com/hmtly/status/1698332993214152746
Sat Sep 02 11:24:58 +0000 2023,1697933632110051448,wts npure toner 30ml  5k after voc live  PO 4 hari an  #wts #wtb #zonauang #zonajajan wts npure wts toner bagus review npure toner bagus gak rekomendasi toner bagus,0,0,0,0,tl,1422259000855302147,1697933632110051448,athenas_picks,https://twitter.com/athenas_picks/status/1697933632110051448
Fri Sep 01 14:59:48 +0000 2023,1697625310278385843,"- rate from my first try -  8/10 ⭐️ I have Combi to Dry skin, and I approved ✅  Aku bakal bikin follow up review setelah at least 2 minggu pake ya 👌  #racuninskincare #aumnareview #npure",0,0,0,0,en,1670629468057260035,1697625186567340099,aumnafot,https://twitter.com/aumnafot/status/1697625310278385843
Tue Aug 29 05:26:23 +0000 2023,1696393840721347030,"@ta_hulll @convomfs Kak review toner npure dong, terimakasih 🙏",0,2,0,1,in,1603714569687699456,1696125820757221565,FardaOf,https://twitter.com/FardaOf/status/1696393840721347030
Mon Aug 28 14:40:57 +0000 2023,1696171012415455488,"Di tengah-tengah isu polusi udara yang makin menjadi-jadi, jangan lupa deep cleansing, guys!   🍃 Npure Cica Clear Pad Review 🍃  A Thread-- https://t.co/0AlGj9EuTV",1,1,0,0,in,1695578613666697216,1696171012415455488,vennievennastff,https://twitter.com/vennievennastff/status/1696171012415455488
Sun Aug 27 13:53:26 +0000 2023,1695796666291642448,WTS SEA MAKEUP  loose powder: 52k twc custard: 65k  WTS NPURE SUNSCREEN cica beat the sun: 55k  WTS GARNIER MICELLAR PINK 400ml: 61k  B4 VOCL LIVE  #wts #wtb #zonauang #zonajajan sunscreen npure bagus review npure review garnier loose powder sea makeup twc review rekomendasi twc,1,3,1,2,en,1277655504500649984,1695796666291642448,prelovacia,https://twitter.com/prelovacia/status/1695796666291642448
Sun Aug 27 13:52:31 +0000 2023,1695796438465425742,WTS SEA MAKEUP  -loose powder: 52k -twc custard: 65k  WTS NPURE SUNSCREEN -cica beat the sun: 55k  WTS GARNIER MICELLAR PINK 400ml: 61k  #wts #wtb #zonauang #zonajajan sunscreen npure bagus ga review npure review garnier mw loose powder sea makeup twc review rekomendasi twc,0,2,0,0,en,1277655504500649984,1695796438465425742,prelovacia,https://twitter.com/prelovacia/status/1695796438465425742
Sat Aug 26 14:11:32 +0000 2023,1695438836376203653,"Ini dia hasil keracunannya. Awalnya cuma mau beli shower cap doang, keluarnya malah nambah bawa haul skincare. 😏  NPure toner sama Azarine sunscreen ini bakal jadi perdana coba, sih... review menyusul! 🫶🏻 https://t.co/f7QR1AH3LV",0,1,0,0,in,188316133,1695438807066419563,resnatary,https://twitter.com/resnatary/status/1695438836376203653
Fri Aug 25 15:35:03 +0000 2023,1695097465165529242,"💚 guys boleh review ss npure cream gak? Apa ada efek tone-up, berminyak/lembab, dll?",0,0,0,1,in,1331650559518990336,1695097465165529242,tanyakanrl,https://twitter.com/tanyakanrl/status/1695097465165529242
Fri Aug 25 14:59:50 +0000 2023,1695088601242214429,💙 Untuk ilangin bekas jerawat npure darkspot bagus gak ya? yg udh pernah pake review dong!!! Lg struggle bgt bekas jerawat susah ilang 😭,0,0,0,1,in,1314975287294083073,1695088601242214429,convomf,https://twitter.com/convomf/status/1695088601242214429
Fri Aug 25 11:51:08 +0000 2023,1695041115681091958,WTS NPURE SUN SCREEN CICA BEAT THE SUN   55k NEW SEALED 35k AFTER VOC LIVE  ONLY 4 pcs LEFT  #wts #wtb #zonauang #zonajajan rekomendasi sunscreen npure bagus gak review npure sunscreen recommended npure murah wts npure sunscreen,0,1,0,2,en,1277655504500649984,1695041115681091958,prelovacia,https://twitter.com/prelovacia/status/1695041115681091958
Fri Aug 25 06:13:37 +0000 2023,1694956175727669609,siapapun pls honest review cica toner npure di kulit sensitive + oily sedikit,0,6,0,0,in,963235981,1694956175727669609,pikhacuw,https://twitter.com/pikhacuw/status/1694956175727669609
Thu Aug 24 09:04:22 +0000 2023,1694636757038588276,@xxtyuw @ohmybeautybank Kak review yang npure pad licoricenya dong,0,1,0,0,tl,1349097967001604096,1694634184734904783,cookiescries,https://twitter.com/cookiescries/status/1694636757038588276
Wed Aug 23 13:17:55 +0000 2023,1694338176796799052,BEGINNER EXFOLIATOR FRIENDLY 💚  Hempas Insecure dengan NPURE Cica Clear Pad   — review KAPAS MAGIC dariku https://t.co/Ve0EzkVVas,1,1,6,14,en,2318919986,1694338176796799052,glowbudget,https://twitter.com/glowbudget/status/1694338176796799052
Tue Aug 22 11:48:29 +0000 2023,1693953282438521094,"@Ketlte @convomfs Halo kak boleh review toner npure nya ngga yaa? Penasaran bgt, tapi masih ragu mau beli. Makasih sebelumnyaa",0,1,0,0,in,1575352082206380032,1692932390296092953,nadfortoday,https://twitter.com/nadfortoday/status/1693953282438521094
Mon Aug 21 14:41:12 +0000 2023,1693634360652566668,WTS NPURE TONNER CICA 150ml  53k AFTER VOC LIVE   #wts #wtb #zonauang #zonajajan review npure toner rekomendasi toner bagus cica toner recommended npure bagus gak skincare murah wts toner,0,7,0,1,en,1277655504500649984,1693634360652566668,prelovacia,https://twitter.com/prelovacia/status/1693634360652566668
Mon Aug 21 08:02:30 +0000 2023,1693534026768986430,@ilozyo @ohmybeautybank Yang npure review nya dong dar,0,1,0,0,tl,1321254730841034753,1693483046509613462,crtaewoo,https://twitter.com/crtaewoo/status/1693534026768986430
Mon Aug 21 01:23:37 +0000 2023,1693433643346354438,@ohmybeautybank - Sama ini tambahan aja si untuk toner aku juga pake npure toner cica dan serum nya dari somethinc calm down karena kulit aku juga gampang jerawatan but here my optional skincare routine ya nder beberapa dah ada yg aku review https://t.co/qEOjjoAaUl,0,1,0,0,in,1652651874594746369,1693289240577409521,sparklesonmeh,https://twitter.com/sparklesonmeh/status/1693433643346354438
Sun Aug 20 12:45:31 +0000 2023,1693242861377163439,"@jjeonghaniyoo @convomfs kak mjb, honest review serumnya npure dong kak! bagus gak buat nyerahin?",0,1,0,0,in,1675038546997161986,1692932390296092953,gloriousfl,https://twitter.com/gloriousfl/status/1693242861377163439
Sun Aug 20 11:52:08 +0000 2023,1693229425255657730,"@vivynioo @convomfs kak mjb, honest review serum npure nya dong! aku mau co masih raguu",0,1,0,0,in,1675038546997161986,1692932390296092953,gloriousfl,https://twitter.com/gloriousfl/status/1693229425255657730
Sun Aug 20 07:44:45 +0000 2023,1693167168379330628,@yourrrshine @convomfs review toner nya dong kak aku mau nyobain Npure maju mundur mulu😔,0,1,0,0,in,1681890124840468480,1692932390296092953,rhmvn,https://twitter.com/rhmvn/status/1693167168379330628
Sat Aug 19 15:00:28 +0000 2023,1692914433407013103,"@blvmeee OMG kak, makasih banyak yaaa review nya, tadinya juga aku penasaran sama moist originote+npure toner inj😭🙏",0,1,0,0,in,1676086157627752449,1692902994113966516,CicinSumia18033,https://twitter.com/CicinSumia18033/status/1692914433407013103
Sat Aug 19 08:53:05 +0000 2023,1692821977965461586,Ada yg udh coba pake toner npure gaa yaa?? pengen tau review nya beneran bagus atau engga hehe,0,0,0,0,in,1253683084433608704,1692821977965461586,fiftysixdreams,https://twitter.com/fiftysixdreams/status/1692821977965461586
Fri Aug 18 12:47:42 +0000 2023,1692518634449670369,"Ada yang pake toner npure ga? Review dong, pengen nyoba soalnya",0,0,0,0,in,1612710755429908481,1692518634449670369,secobers,https://twitter.com/secobers/status/1692518634449670369
Fri Aug 18 09:16:36 +0000 2023,1692465509940543854,Review N'Pure Cica Series dan Manfaatnya untuk Kulit 🍀✨  #npure #cicaseries #skincare #skincareroutine #skincareproducts https://t.co/0jISFifSFM,1,1,0,1,in,1676238884789944321,1692465509940543854,retromoon__,https://twitter.com/retromoon__/status/1692465509940543854
Wed Aug 16 13:22:32 +0000 2023,1691802624012746921,[bb] kalian ada yg udah pernah coba fw ini? boleh minta review jujurnya? tia  cr: katalog Npure di 🍊 https://t.co/R077EEMD88,0,4,0,0,in,994801274091687936,1691802624012746921,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1691802624012746921
Tue Aug 15 16:31:53 +0000 2023,1691487886284406784,nanti gue akan terus review perkembangan muka gue make si npure ini xoxo,0,0,0,0,in,1533587305360830464,1691487886284406784,aliessinthewond,https://twitter.com/aliessinthewond/status/1691487886284406784
Sun Aug 13 10:18:05 +0000 2023,1690669041332207617,WTS NPURE TONER 100ml  75k before voc live 20k  PO 5-7 HARI  #wts #wtb #zonauang #zonajajan rekomendasi toner murah toner npure murah review npure toner cica rekomendasi bagus wts npure wtb npure toner,0,1,0,0,tl,1277655504500649984,1690669041332207617,prelovacia,https://twitter.com/prelovacia/status/1690669041332207617
Thu Aug 10 07:37:52 +0000 2023,1689541559270928384,"@Waudira @ohmybeautybank Hehe cocok2an sih yaa, ada yg make ini jadinya mukanya bersih bgt. Aku beli npure ini karna tergoda review orang yg bilang bagus bgt tp ternyata di aku ga cucok 😁",0,1,0,0,in,268014399,1689451213186809856,larastianisa,https://twitter.com/larastianisa/status/1689541559270928384
Sat Aug 05 08:58:38 +0000 2023,1687749943610769408,[bb] review exfo npure ini dung https://t.co/bcgGCGpKSt,0,0,0,2,en,994801274091687936,1687749943610769408,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1687749943610769408
Sat Aug 05 06:23:43 +0000 2023,1687710959736156160,"Sekarang kayanya udah mulai settle sama satu produk, lg di fase males coba2 yg lain dan kudu baca2 review dulu.  Kondisioner nyobain ini itu balik lg ke dove. Foundation udah stuck di loreal. Ss dan perlipenan wardah. Moisturizer npure. Face wash avoskin.",0,1,0,0,in,54461108,1687710959736156160,ituiteyone,https://twitter.com/ituiteyone/status/1687710959736156160
Tue Aug 01 14:29:24 +0000 2023,1686383634847342595,"aku pengen nyobain npure cica clear pad deh, dri muncul sampe skrang masih bnyak yg review dan rekomendasi. Penasarannnn",0,0,0,0,in,1376054269942452232,1686383634847342595,Cloou54,https://twitter.com/Cloou54/status/1686383634847342595
Mon Jul 31 23:26:08 +0000 2023,1686156321140457475,"[bb] review yang pernah pake toner npure dong, kira kira bagus ga yaa di sender yg combi to oily sensi acneprone",0,12,0,1,in,994801274091687936,1686156321140457475,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1686156321140457475
Mon Jul 31 08:16:06 +0000 2023,1685927300850974720,@ohmybeautybank Aku tim pyungkang nder soalnya di pakein sm serum serum punyaku juga ga menimbulkan masalah. Pake npure kena retino jd jerawatan. Ini honset review aku yaa semoga membantu,0,0,0,0,in,1652199432610541568,1685926271388356608,Moanana71,https://twitter.com/Moanana71/status/1685927300850974720
Tue Jul 25 06:44:34 +0000 2023,1683729938397167616,Review Time 5/5 NPURE Noni Probiotics Hydrate me Body Soft Lotion 80 ML Paraben Free ✅ Alcohol Free ✅ Sls Free ✅ Mineral Oil Free ✅  Cocok banget produk ini buat kalian yang punya kulit sensitive ✨❤️ https://t.co/umCyXqj3UJ,0,0,0,0,in,1600314248629886977,1683729938397167616,lexon_beauty,https://twitter.com/lexon_beauty/status/1683729938397167616
Sun Jul 23 12:08:53 +0000 2023,1683086780353093633,"Sebelumnya aku pernah coba back body spray nya NPURE, dan aku review disini ya darl.  Aku masih make produknya karna emang simple banget. Praktis dan tentunya memudahkan aku yang gak sempet luluran 💗",0,1,7,12,in,231096702,1683086760602144768,hmtly,https://twitter.com/hmtly/status/1683086780353093633
Sat Jul 22 17:00:32 +0000 2023,1682797788101496832,"pengennya beli toner tts kaya biasa, tp krn ga ada yg kecil dan duitku nipis bgt. jadilah beli npure. sekalian mau coba juga beneran sebagus itu kah seperti testi orang-orang. kalo beneran bagus boleh nanti masuk thread review",0,0,0,0,in,1933890337,1682797788101496832,biiymee,https://twitter.com/biiymee/status/1682797788101496832
Sat Jul 22 15:58:15 +0000 2023,1682782113207316480,"alhamdulilah ga jadi item bekasnya, malah sedikit memudar. no serum, only facewash, toner npure, moisturizer &amp  sunscreen. anw, ini review skincare ku pertama kali yg ngaruh bgt dikulit jd maaf klo alay wkwkwk serius ni toner bagus bgtt :))",0,1,0,0,in,1512991919441211395,1682782095322775552,pancakewhoopsie,https://twitter.com/pancakewhoopsie/status/1682782113207316480
Wed Jul 19 06:41:14 +0000 2023,1681554774414753792,Lagi cari Hydrating Toner dan setelah cari-cari dari berbagai Review. Akhirnya nemu jugaaaaa😭 tertarik sama NPURE CICA FACE TONER 😍. Beli deh yang ukuran kecilnya dulu 😃 + beli pakai diskon shopee Voucher live 50%. Let's try!!! 👀 https://t.co/dhnjhVT5Np,0,0,0,1,in,1495420144721723394,1681554774414753792,HoiJanet,https://twitter.com/HoiJanet/status/1681554774414753792
Wed Jul 19 03:49:22 +0000 2023,1681511521585872896,[bb] pake toner cica originote buat pengganti npure cica oke ngga yaa? minta review dong https://t.co/8bk4VMIvIy,1,4,1,10,in,994801274091687936,1681511521585872896,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1681511521585872896
Mon Jul 17 06:17:06 +0000 2023,1680823925272641538,[Bb] Ada yang pake sunscreen NPURE kan ini? Review dung https://t.co/jC7he6DYa6,0,5,0,3,tl,994801274091687936,1680823925272641538,ohmybeautybank,https://twitter.com/ohmybeautybank/status/1680823925272641538
Wed Jul 12 08:43:10 +0000 2023,1679048745407873024,"@diobiai @ohmybeautybank waktu itu aku blm pake kaa tetep keliatan hasilnya kok, tapi kata review orang lain bagus pake yg npure",0,0,0,0,in,1534511629643452418,1676046800183250944,MOONJlNNlE,https://twitter.com/MOONJlNNlE/status/1679048745407873024
Tue Jul 11 16:42:24 +0000 2023,1678806960232357888,"@urcheesecake__ @ohmybeautybank sama sekalian review sheetmask nya npure, makasiii sebelumnya",0,0,0,0,in,1355034905508413440,1676162474276716544,lightfleurs,https://twitter.com/lightfleurs/status/1678806960232357888
Tue Jul 11 02:31:33 +0000 2023,1678592835602505729,~ review singkat ~  ♡ Npure Cica Beat The Sun ♡  SPF 50 PA++++ https://t.co/pTkGfZ9nES,0,1,0,0,en,1531775629,1678592835602505729,azeclairrr,https://twitter.com/azeclairrr/status/1678592835602505729
Mon Jul 10 15:35:01 +0000 2023,1678427611901337605,"@ohmybeautybank honest review dr aku yg breakout sebulan trs disaranin temen pake FW npure dan toner npure bener2 se worth it itu😭 kecintaan bgt calming pokoknya jerawat bruntusan ilang semuaa grgr combo npure ini.. no purging samsek.. aku stop serum, tp ss tetepp",0,2,0,1,in,369480941,1678359726193790976,martabakmniz,https://twitter.com/martabakmniz/status/1678427611901337605
Sun Jul 09 11:25:05 +0000 2023,1678002326697832450,#Review #skincareroutine #reviewskincare  #Npure #rekomendasiskincare #Shopee77 #ShopeepayTransferGratis  Rekomendasi skincare untuk kulit berjerawat,0,0,0,0,in,1501866768976863240,1677992746513235968,arcadhiya,https://twitter.com/arcadhiya/status/1678002326697832450
Sat Jul 08 13:40:51 +0000 2023,1677674106731511808,"Aku mau review toner npure, tapi tunggu liat perubahan wajahku cocok apa engga😩",0,0,0,0,in,1523875868774256640,1677674106731511808,hynxf,https://twitter.com/hynxf/status/1677674106731511808
Fri Jul 07 04:09:16 +0000 2023,1677167877240270849,"Ya! Apalagi kalo bukan toner npure yang mengandung Centella Asiatica sebagai bahan baku andalannya. Kalian pasti udah sering liat toner ini di review sama orang-orang. Selain kandungannya yang mantep buat kulit sensitif dan berjerawat, teksturnya yang cair bikin ringan di kulit.",0,1,0,0,in,520193826,1677167874346201088,badp9sj,https://twitter.com/badp9sj/status/1677167877240270849
Thu Jul 06 19:08:14 +0000 2023,1677031718606471168,"@ohmybeautybank Kalo lagi banyak jerawat (mendem ato engga) aku saranin pakek npure nder. Soalnya ini review dri aku sndiri, pas dlu masi suka jerawat bruntus, ku kompresin pakek ntu toner skitar 20-30 menit an sblum tidur. Trus besoknya agak mendingan gtu",0,1,1,1,in,1343355296878481408,1677031145790373888,szilau,https://twitter.com/szilau/status/1677031718606471168
Thu Jul 06 04:50:57 +0000 2023,1676815979299606528,"short review #DivMereview   Npure Toner Centella Asiatica. Toner teringan yg aku punya, gak lengket dikulit. Cocok banget dikulitku yg oily acne prone. Suka aku pake di day time karena seringan ituu 🫶🏻 trus packagingnya aku suka ada shieldnya  💚  https://t.co/0y3nk5Bmgf https://t.co/tGsqUWiNBt",2,1,97,98,in,895124285232095232,1676815979299606528,leyxmun,https://twitter.com/leyxmun/status/1676815979299606528
Wed Jul 05 12:47:55 +0000 2023,1676573621492514816,"Another per toner an  Npure : Yup lagi bahas produk buat meredakan jerawat. Kalo ada yg nanya ""kok buat jerawat lagi si?"" iya dong sesuai yg udah ku jelasin tadi, kulit aku tu tipe yg sering bgt jerawatan huhuhu sedih😭  Oke, back to review aja. Jadi, toner dari Npure ini cocok-""",1,1,0,0,in,1514419188382638081,1676510799240781825,hellowrldw,https://twitter.com/hellowrldw/status/1676573621492514816
Wed Jul 05 06:29:35 +0000 2023,1676478410133241856,Aku mau ngasih review jujur skincare yang aku pake nihh...yang tentunya bisa banget ngurangin jerawat dan kemerahan diwajahku🤗😍 #racuninskincare #racunshopee #npure #theoriginote,0,1,0,2,in,1011813249120010241,1676478410133241856,kartikaa_tik,https://twitter.com/kartikaa_tik/status/1676478410133241856
Fri Jun 30 14:53:24 +0000 2023,1674793263503675392,"Sekarang kata adik aku punggungnya engga gatel lagi, terus kulitnya jadi kerasa lembab &amp  nyaman soalnya gak kering lagi.  Sabun NPURE ini cukup jumbo 300ml, dipake sedikit aja kata adikku udah berbusa.  Segitu aja review singkat dari adik aku &amp  aku, semoga bermanfaat~ https://t.co/AdLJ3KWEww",0,0,0,1,in,1022437026719657984,1674367451595931649,irapersa,https://twitter.com/irapersa/status/1674793263503675392
Thu Jun 29 13:17:58 +0000 2023,1674406858902360069,"Review jujur after pakai ini tuh, badan jadi seger banget. Wanginya khas banget bikin calming. Busanya juga banyak tapi ga bikin kering kulit. Nyaman. Dan asli pemakaian pertama ga ada tuh gatel2 punggung🫶🏻  #racunbodycare #NPURE #bojo #jumatmalam #reviewskincare #skincarelokal",0,1,0,0,in,86273835,1674406659681325056,zullfianamega,https://twitter.com/zullfianamega/status/1674406858902360069
Thu Jun 29 12:33:29 +0000 2023,1674395661234733057,Amaze banget dengan body wash ini karena wanginya calming banget. Soon aku bakal update full review nya. Best combo banget dengan NPURE Backne Spray. 💚 https://t.co/zpCh2ZLxlo,0,1,0,0,in,993556027957100551,1674395641190170631,Eva_hartojo,https://twitter.com/Eva_hartojo/status/1674395661234733057
